Lat,Lon,MRMSrain,RAPrain,WindSpeed,woro,Q
48.15,-119.25,0.005,0,1.79454779624939,0.00500981695950031,-5.61034028123686e-08
44.45,-119.25,0.1584,0,2.94203877449036,-0.000893212389200926,6.15547435245389e-07
48.65,-119.15,0.0432,0,2.73172092437744,0.0164478085935116,-1.14894554315015e-07
48.55,-119.15,0.2419,0,2.44263005256653,0.0086232190951705,-1.60956474815066e-07
48.25,-119.15,0.0116,0,2.14162158966064,0.0485061556100845,-1.34669321028014e-07
44.95,-119.15,0.0456,0,1.71096611022949,0.0254233535379171,-1.36377110493413e-07
48.25,-119.05,0.0054,0,2.21459984779358,0.0208620689809322,-7.98247654643092e-08
45.15,-119.05,1.6603,0,2.28832340240479,0.00685827573761344,-2.1950435780127e-07
45.05,-119.05,3.7517,0,2.35373091697693,0.00839022733271122,-2.32436093483557e-07
48.55,-118.95,0.034,0,2.8052089214325,-0.0169628318399191,-8.7712678009666e-08
48.35,-118.95,0.018,0,2.38654327392578,-0.0014182711020112,-1.22292689752612e-07
48.15,-118.95,0.0199,0,2.06560063362122,0.0303379818797112,-4.63942839701303e-08
45.15,-118.95,0.3701,0,2.28832340240479,0.00685827573761344,-2.1950435780127e-07
45.05,-118.95,4.8871,0,2.35373091697693,0.00839022733271122,-2.32436093483557e-07
44.95,-118.95,0.044,0,2.35373091697693,0.00839022733271122,-2.32436093483557e-07
44.85,-118.95,0,0,2.3570544719696,0.0244031362235546,-2.30045998250716e-07
48.75,-118.85,0.1853,0,2.95834493637085,-0.0570607036352158,-1.20310275519842e-07
48.25,-118.85,0.0169,0,2.46543169021606,0.0223704893141985,-9.37744175644184e-08
48.15,-118.85,0.1382,0,2.06560063362122,0.0303379818797112,-4.63942839701303e-08
45.05,-118.85,0.0213,0,2.761075258255,0.00890899263322353,-3.18173533742083e-07
44.95,-118.85,0,0,2.65227913856506,-0.00465608946979046,-2.96501781349434e-07
34.95,-118.85,0,0,3.29007649421692,0.0445774272084236,5.72899274686733e-08
34.85,-118.85,0,0,3.14229583740234,-0.120993576943874,1.00511115874724e-07
48.75,-118.75,0.3263,0,2.95834493637085,-0.0570607036352158,-1.20310275519842e-07
48.65,-118.75,0.2596,0,2.97091460227966,-0.037315595895052,-1.11668342128723e-07
48.25,-118.75,0.1255,0,2.46543169021606,0.0223704893141985,-9.37744175644184e-08
45.05,-118.75,0,0,2.761075258255,0.00890899263322353,-3.18173533742083e-07
44.95,-118.75,0,0,2.65227913856506,-0.00465608946979046,-2.96501781349434e-07
48.75,-118.65,0.0015,0,3.04838800430298,0.0865357667207718,-1.18939794901962e-07
48.65,-118.65,0.0168,0,3.04838800430298,0.0865357667207718,-1.18939794901962e-07
48.45,-118.65,0.0609,0,2.98691534996033,0.0470966547727585,-1.22552819448174e-07
48.35,-118.65,0.0094,0,2.90942573547363,0.0369415618479252,-1.06682364275912e-07
48.25,-118.65,0.025,0,2.74799871444702,0.00639970321208239,-8.17114340634362e-08
48.15,-118.65,0.018,0,2.51251888275146,-0.0252930484712124,-4.99460384162376e-08
36.55,-118.65,0,0,6.00640106201172,0.28097015619278,-7.57589305067086e-07
34.95,-118.65,0,0,4.99587059020996,-0.044559434056282,2.36829755806411e-09
34.85,-118.65,0,0,5.65152788162231,-0.0168915800750256,-1.70601452964547e-08
48.45,-118.55,0.0911,0,3.15808820724487,0.057687234133482,-8.94720457722542e-08
48.35,-118.55,0.1009,0,3.1676037311554,-0.00616092095151544,-8.17338019487579e-08
48.25,-118.55,0.2779,0,2.74799871444702,0.00639970321208239,-8.17114340634362e-08
48.15,-118.55,0.014,0,2.51251888275146,-0.0252930484712124,-4.99460384162376e-08
35.75,-118.55,0,0,5.57101345062256,0.0756992623209953,-2.02549884420478e-07
34.95,-118.55,0,0,5.98627185821533,0.0928717851638794,1.67389053729039e-08
48.55,-118.45,0.0098,0,3.31548643112183,-0.105755537748337,-5.35476658569678e-08
48.45,-118.45,0.0345,0,3.15808820724487,0.057687234133482,-8.94720457722542e-08
48.35,-118.45,0.1356,0,3.1676037311554,-0.00616092095151544,-8.17338019487579e-08
48.25,-118.45,0.3611,0,3.01399517059326,-0.0155576281249523,-5.12283762077459e-08
45.45,-118.45,0,0,3.79417824745178,-0.00450865365564823,-3.97376510363756e-07
45.35,-118.45,0,0,3.7694206237793,-0.009791006334126,-3.62806758857914e-07
45.15,-118.45,0.0015,0,3.41570258140564,-0.0444059334695339,-2.99536992542926e-07
35.75,-118.45,0,0,5.57101345062256,0.0756992623209953,-2.02549884420478e-07
35.15,-118.45,0,0,5.80897998809814,-0.00166789069771767,1.07495196743912e-07
34.95,-118.45,0,0,5.98627185821533,0.0928717851638794,1.67389053729039e-08
48.75,-118.35,0.0015,0,3.09934329986572,0.038427297025919,-8.29575768079849e-08
48.65,-118.35,0.0058,0,3.23803639411926,-0.0410337261855602,-6.51692104725043e-08
48.55,-118.35,0.014,0,3.31548643112183,-0.105755537748337,-5.35476658569678e-08
48.45,-118.35,0.0727,0,3.31548643112183,-0.105755537748337,-5.35476658569678e-08
48.35,-118.35,0.3096,0,3.35682392120361,-0.107021570205688,-4.46124595043784e-08
48.25,-118.35,0.239,0,3.22085118293762,-0.0568368025124073,-4.56644002611029e-08
45.45,-118.35,0.0012,0,3.79417824745178,-0.00450865365564823,-3.97376510363756e-07
45.35,-118.35,0.0338,0,3.7694206237793,-0.009791006334126,-3.62806758857914e-07
45.25,-118.35,5.0306,0,3.7694206237793,-0.009791006334126,-3.62806758857914e-07
45.15,-118.35,0.126,0,3.63984489440918,-0.00788775831460953,-3.31588950075457e-07
35.15,-118.35,0,0,7.0561957359314,-0.115872576832771,5.12159950005753e-08
35.05,-118.35,0,0,6.31393575668335,-0.0500560253858566,8.94494434078297e-08
48.75,-118.25,0.1555,0,3.16319108009338,-0.136669889092445,-4.01999784571672e-08
48.65,-118.25,0.0516,0,3.33094835281372,-0.125321120023727,-2.71732716328188e-08
48.55,-118.25,0.005,0,3.48033308982849,-0.0663282200694084,-2.86362578094668e-08
48.45,-118.25,0.2651,0,3.5164692401886,0.0248021837323904,-3.51438558254813e-08
48.35,-118.25,0.1399,0,3.43407154083252,0.0297196470201015,-5.54712826783543e-08
48.25,-118.25,0,0,3.22085118293762,-0.0568368025124073,-4.56644002611029e-08
45.65,-118.25,0,0,3.46772432327271,0.0390275865793228,-2.57365911693341e-07
45.55,-118.25,0.8558,0,3.88655424118042,0.0124157443642616,-3.08144990412984e-07
45.45,-118.25,0.1104,0,4.05145215988159,-0.0378628969192505,-2.8975827603972e-07
45.35,-118.25,5.6776,0,3.98261213302612,-0.0260463394224644,-3.19076548294106e-07
45.25,-118.25,5.5277,0,3.85250401496887,-0.0134127363562584,-2.28931796186771e-07
45.15,-118.25,0,0,3.77723360061646,-0.101681530475616,-1.67226403391396e-07
45.05,-118.25,0,0,3.51060819625854,-0.0243519134819508,-3.21721245200024e-07
35.75,-118.25,0,0,6.65325164794922,0.185082346200943,8.40027567505786e-08
35.65,-118.25,0,0,6.65325164794922,0.185082346200943,8.40027567505786e-08
48.75,-118.15,0.218,0,3.28936862945557,-0.0376744754612446,-4.68840539724624e-08
48.55,-118.15,0.2018,0,3.48033308982849,-0.0663282200694084,-2.86362578094668e-08
48.45,-118.15,0.6551,0,3.5164692401886,0.0248021837323904,-3.51438558254813e-08
48.35,-118.15,0.1719,0,3.43407154083252,0.0297196470201015,-5.54712826783543e-08
45.65,-118.15,0.0749,0.359999984502792,3.76027536392212,0.0239908210933208,-2.49950062425341e-07
45.55,-118.15,0.7547,0,4.20722007751465,-0.00251386873424053,-2.99730061215087e-07
45.45,-118.15,0.7151,0,4.35325765609741,-0.0422396436333656,-2.74480186135406e-07
45.35,-118.15,8.2126,0,3.98261213302612,-0.0260463394224644,-3.19076548294106e-07
45.25,-118.15,0.5906,0,3.85250401496887,-0.0134127363562584,-2.28931796186771e-07
45.15,-118.15,0,0,3.77723360061646,-0.101681530475616,-1.67226403391396e-07
35.65,-118.15,0,0,7.30995273590088,-0.0291717723011971,1.26866638083811e-07
35.55,-118.15,0,0,6.68930196762085,-0.063622735440731,1.52547826814953e-07
35.45,-118.15,0,0,6.77612781524658,-0.161119073629379,1.50619257510698e-07
48.75,-118.05,0.0349,0,3.28936862945557,-0.0376744754612446,-4.68840539724624e-08
48.55,-118.05,0.443,0,3.64771056175232,-0.00796445924788713,-6.49098694793793e-08
48.45,-118.05,0.7496,0,3.69885277748108,0.0149488961324096,-7.7112943586144e-08
48.35,-118.05,0.1871,0,3.6222939491272,0.0196246728301048,-7.56284421754572e-08
48.25,-118.05,0.0175,0,3.43905568122864,-0.0230932105332613,-8.45014938022359e-08
46.05,-118.05,0,0,2.857741355896,0.0985195711255074,-9.36414252805662e-08
45.95,-118.05,0,1.80000007152557,2.94093489646912,0.067318819463253,-1.27690654494472e-07
45.75,-118.05,0,1.08000004291534,4.06866788864136,-0.0545642971992493,-1.79673122602253e-07
45.65,-118.05,0,1.08000004291534,4.06866788864136,-0.0545642971992493,-1.79673122602253e-07
45.55,-118.05,2.9005,0,4.20722007751465,-0.00251386873424053,-2.99730061215087e-07
45.45,-118.05,13.7627,0,4.35325765609741,-0.0422396436333656,-2.74480186135406e-07
45.35,-118.05,7.8339,0,4.26305723190308,-0.078501932322979,-1.57507315634575e-07
45.25,-118.05,1.0389,0,4.14591217041016,-0.0816346704959869,-3.66867780599023e-08
45.15,-118.05,0,0,4.18072032928467,-0.083611786365509,2.20982130372249e-08
35.75,-118.05,0,0,7.15861988067627,0.12632218003273,1.36453607524345e-07
35.65,-118.05,0,0,7.30995273590088,-0.0291717723011971,1.26866638083811e-07
35.55,-118.05,0,0,7.30995273590088,-0.0291717723011971,1.26866638083811e-07
35.45,-118.05,0,0,7.52215480804443,0.00993483513593674,1.23490792702796e-07
48.55,-117.95,0.1966,0,3.64771056175232,-0.00796445924788713,-6.49098694793793e-08
48.45,-117.95,0.2761,0,3.69885277748108,0.0149488961324096,-7.7112943586144e-08
48.35,-117.95,0.1593,0,3.6222939491272,0.0196246728301048,-7.56284421754572e-08
48.25,-117.95,0.018,0,3.43905568122864,-0.0230932105332613,-8.45014938022359e-08
46.05,-117.95,0,0.719999969005585,2.9106969833374,0.0488140471279621,-7.96897552390874e-08
45.95,-117.95,0.126,1.80000007152557,3.14047026634216,0.0240699201822281,-5.38690727580615e-08
45.85,-117.95,0,1.43999993801117,3.44977807998657,0.0199072472751141,-1.45887980806947e-07
45.65,-117.95,0.0116,1.08000004291534,4.06866788864136,-0.0545642971992493,-1.79673122602253e-07
45.55,-117.95,8.9786,0,4.53300142288208,-0.0333278179168701,-1.87060265943728e-07
45.45,-117.95,6.1643,0,4.68659353256226,0.0437182933092117,-1.67332700584666e-07
45.35,-117.95,0.345,0,4.61187410354614,0.0230882503092289,-7.12216774445551e-08
45.25,-117.95,0.0065,0,4.14591217041016,-0.0816346704959869,-3.66867780599023e-08
35.95,-117.95,0,0,7.40868806838989,-0.277451545000076,2.15595804320401e-07
35.75,-117.95,0,0,7.82860898971558,-0.102395296096802,1.11102806954477e-07
35.65,-117.95,0,0,8.04222774505615,-0.146191090345383,5.30800008391452e-08
35.55,-117.95,0,0,8.22633647918701,0.0425427667796612,1.58006052686233e-09
48.65,-117.85,0.1806,0,3.67229723930359,0.0695015117526054,-1.20761015409698e-07
48.55,-117.85,0.3329,0,3.80995941162109,0.0041564479470253,-1.28780826003094e-07
48.45,-117.85,0.1454,0,3.89143085479736,-0.019408892840147,-1.39761567652386e-07
48.35,-117.85,0.273,0,3.83564019203186,-0.047022882848978,-1.16620441303894e-07
48.25,-117.85,0.0034,0,3.69807839393616,-0.0831719860434532,-1.1431772151127e-07
46.15,-117.85,0.8576,0,3.17981171607971,0.0994186773896217,-7.51248734331966e-08
46.05,-117.85,8.6246,0.719999969005585,2.9106969833374,0.0488140471279621,-7.96897552390874e-08
45.95,-117.85,0.9715,1.80000007152557,3.14047026634216,0.0240699201822281,-5.38690727580615e-08
45.85,-117.85,0,0,3.7494478225708,-0.0342400372028351,-6.65663364429747e-08
45.65,-117.85,0.18,0,4.88505458831787,-0.00344401597976685,-1.01024625109858e-07
45.55,-117.85,1.7105,0,4.88505458831787,-0.00344401597976685,-1.01024625109858e-07
45.45,-117.85,0.2299,0,4.68659353256226,0.0437182933092117,-1.67332700584666e-07
45.35,-117.85,0,0,4.61187410354614,0.0230882503092289,-7.12216774445551e-08
35.85,-117.85,0,0,8.36763477325439,-0.151464253664017,7.21741244547047e-08
35.75,-117.85,0,0,7.82860898971558,-0.102395296096802,1.11102806954477e-07
48.65,-117.75,0.4447,0,3.90692758560181,0.0683471858501434,-1.78245556980983e-07
48.55,-117.75,0.6809,0,4.0490026473999,0.102989561855793,-2.00425049001751e-07
48.45,-117.75,0.3554,0,4.13273620605469,0.1272002607584,-1.95094401078677e-07
48.35,-117.75,0.4593,0,3.83564019203186,-0.047022882848978,-1.16620441303894e-07
46.25,-117.75,0.0529,0,3.58679461479187,0.0454521998763084,-8.48129957375932e-08
46.15,-117.75,4.4493,0,3.09659957885742,0.0594561286270618,-2.23853788838824e-08
46.05,-117.75,3.8795,0.719999969005585,3.0025475025177,-0.0575533024966717,1.75262613311133e-08
45.95,-117.75,0.024,1.80000007152557,3.35805034637451,-0.0655474811792374,5.61249571262579e-08
45.85,-117.75,0,0,4.03622245788574,-0.0129199102520943,1.40545211024801e-07
45.65,-117.75,0.0568,0,4.88505458831787,-0.00344401597976685,-1.01024625109858e-07
45.55,-117.75,0.065,0,4.88505458831787,-0.00344401597976685,-1.01024625109858e-07
45.45,-117.75,0,0,5.01680469512939,0.114311084151268,-3.53055540358582e-08
45.35,-117.75,0,0,4.96364498138428,0.144785344600677,4.34236042679004e-08
48.55,-117.65,0.2072,0,4.0490026473999,0.102989561855793,-2.00425049001751e-07
48.45,-117.65,0.4046,0,4.13273620605469,0.1272002607584,-1.95094401078677e-07
48.35,-117.65,0.0764,0,4.04114580154419,0.0825660675764084,-1.6363777888273e-07
46.25,-117.65,0.1201,0,3.0663731098175,0.00271845608949661,8.25473307486391e-08
46.15,-117.65,1.6365,0,3.0663731098175,0.00271845608949661,8.25473307486391e-08
46.05,-117.65,0.5297,1.08000004291534,3.10479879379272,0.00711981486529112,1.64528273671749e-07
45.95,-117.65,0,1.80000007152557,3.35805034637451,-0.0655474811792374,5.61249571262579e-08
45.85,-117.65,0,0,4.03622245788574,-0.0129199102520943,1.40545211024801e-07
45.65,-117.65,0,0,5.11923122406006,-0.0201778747141361,2.21338694927908e-07
45.55,-117.65,0,0,5.26316785812378,-0.0318790785968304,3.41864222264121e-07
45.45,-117.65,0,0,5.3017692565918,0.0952370911836624,3.24131605111688e-07
45.35,-117.65,0,0,5.3017692565918,0.0952370911836624,3.24131605111688e-07
48.85,-117.55,0.0161,0,4.06666803359985,0.00645502656698227,-2.38237817029585e-07
48.75,-117.55,0.1951,0,4.20788049697876,-0.014983132481575,-2.36383499441217e-07
48.65,-117.55,0.371,0,4.20788049697876,-0.014983132481575,-2.36383499441217e-07
48.55,-117.55,0.2779,0,4.35752725601196,-0.00498152663931251,-1.60469213028591e-07
48.45,-117.55,0.884,0,4.3982572555542,0.000718491966836154,-2.01899950980078e-07
48.35,-117.55,0.0953,0,4.3168420791626,0.0188323967158794,-2.08449321803528e-07
46.25,-117.55,0.1133,0,3.0663731098175,0.00271845608949661,8.25473307486391e-08
46.15,-117.55,0.2781,0,3.0663731098175,0.00271845608949661,8.25473307486391e-08
46.05,-117.55,0,1.08000004291534,3.10479879379272,0.00711981486529112,1.64528273671749e-07
45.95,-117.55,0,0,3.53920793533325,-0.0709590166807175,2.38756257431305e-07
45.55,-117.55,0,0,5.26316785812378,-0.0318790785968304,3.41864222264121e-07
45.45,-117.55,0,0,5.3017692565918,0.0952370911836624,3.24131605111688e-07
48.75,-117.45,0.1466,0,4.54837942123413,0.0450594387948513,-2.96634027563414e-07
48.65,-117.45,0.1739,0,4.64393424987793,-0.0442044474184513,-1.68025437119468e-07
48.55,-117.45,0.0666,0,4.68322467803955,-0.023658312857151,-2.16118721141356e-07
48.45,-117.45,0.942,0,4.3982572555542,0.000718491966836154,-2.01899950980078e-07
48.35,-117.45,0.1483,0,4.3168420791626,0.0188323967158794,-2.08449321803528e-07
46.25,-117.45,0.0448,0.359999984502792,3.02714896202087,-0.0399310849606991,2.14623113947709e-07
45.95,-117.45,0,0,3.5275936126709,-0.0265164244920015,3.61858838004991e-07
48.75,-117.35,0.005,0,4.54837942123413,0.0450594387948513,-2.96634027563414e-07
48.55,-117.35,0.1781,0,4.68322467803955,-0.023658312857151,-2.16118721141356e-07
48.45,-117.35,0.8566,0,4.68322467803955,-0.023658312857151,-2.16118721141356e-07
48.35,-117.35,0.0661,0,4.62273168563843,0.00673326663672924,-2.11681410178244e-07
46.25,-117.35,0.0008,0,2.92464351654053,-0.043029647320509,3.08832113660173e-07
48.55,-117.25,0.1014,0,5.05316925048828,0.0411850698292255,-2.55053066666733e-07
48.45,-117.25,0.3613,0,4.98081541061401,-0.0149025088176131,-2.35764275657857e-07
48.35,-117.25,0.1619,0,4.62273168563843,0.00673326663672924,-2.11681410178244e-07
46.35,-117.25,0.0015,0,2.93886542320251,-0.0402740985155106,2.1443673858812e-07
46.05,-117.25,0.0051,0,3.43968105316162,-0.00753726111724973,4.25752176624883e-07
48.55,-117.15,0.0744,0,5.05316925048828,0.0411850698292255,-2.55053066666733e-07
48.45,-117.15,0.7162,0,4.98081541061401,-0.0149025088176131,-2.35764275657857e-07
48.35,-117.15,0.0777,0,4.8898229598999,0.0287022702395916,-2.29448900768148e-07
48.25,-117.15,0.0015,0,4.8898229598999,0.0287022702395916,-2.29448900768148e-07
46.15,-117.15,0.1991,0,2.96194100379944,-0.0595427937805653,3.88480572155459e-07
46.05,-117.15,0.4446,0,3.25090718269348,-0.000793389044702053,4.48888982873541e-07
48.55,-117.05,0.0195,0,5.45700311660767,-0.108123734593391,-2.60249777284116e-07
48.45,-117.05,0.5351,0,5.38323307037354,-0.0992023125290871,-3.30819204918953e-07
48.35,-117.05,0.0929,0,4.8898229598999,0.0287022702395916,-2.29448900768148e-07
48.25,-117.05,0.0004,0,4.8898229598999,0.0287022702395916,-2.29448900768148e-07
46.25,-117.05,0.0232,0,2.73473954200745,0.00450878590345383,3.13318338385216e-07
45.95,-117.05,0.0037,2.51999998092651,3.53973412513733,0.0453478321433067,8.77812681210344e-07
40.55,-117.05,0,0,4.40038537979126,-0.0382830202579498,-1.45609533319657e-07
40.45,-117.05,0,0,4.34682464599609,0.0535516142845154,-8.56584136954552e-08
40.05,-117.05,0.0105,0,4.24155330657959,0.0386010818183422,3.86349114478435e-07
48.55,-116.95,0.2741,0,5.45700311660767,-0.108123734593391,-2.60249777284116e-07
48.45,-116.95,0.7202,0,5.38323307037354,-0.0992023125290871,-3.30819204918953e-07
48.35,-116.95,0.018,0,5.24136209487915,-0.0081411637365818,-2.89406415276972e-07
47.45,-116.95,0.089,0,3.44482517242432,0.000759563175961375,-1.83917933327393e-07
46.25,-116.95,0.6891,0,2.55001592636108,0.0196374207735062,1.56641789317291e-07
40.55,-116.95,0,0,4.4183611869812,-0.0113657284528017,-2.22645752501194e-07
40.45,-116.95,0,0,4.44352006912231,0.173298105597496,-1.92025737533186e-07
40.35,-116.95,0,0,4.40461778640747,0.0261289495974779,-1.8180443817073e-09
40.15,-116.95,0.0204,0,4.30466651916504,-0.0325598269701004,2.18204348811923e-07
40.05,-116.95,0.028,0,4.24155330657959,0.0386010818183422,3.86349114478435e-07
48.55,-116.85,0.4641,0,5.96208810806274,0.0854757502675056,-3.33548086928204e-07
48.45,-116.85,0.0812,0,5.8352575302124,0.169720575213432,-4.42713826487307e-07
47.55,-116.85,0.0771,0,3.54734826087952,-0.00467210682108998,-1.73734804320702e-07
47.45,-116.85,0.1035,0,3.44482517242432,0.000759563175961375,-1.83917933327393e-07
46.35,-116.85,0.1964,2.87999987602234,2.14018416404724,0.0243880115449429,-1.42266827651838e-07
46.25,-116.85,0.6496,2.51999998092651,2.36713671684265,0.0669929757714272,-9.29700192386917e-08
40.65,-116.85,0,0,4.75811338424683,-0.0588378459215164,-3.15390508376368e-07
40.55,-116.85,0.012,0,4.79533386230469,0.11528567969799,-3.61610830168502e-07
40.45,-116.85,0.0108,0,4.79383611679077,0.022274199873209,-2.47344388526471e-07
40.35,-116.85,0,0,4.40461778640747,0.0261289495974779,-1.8180443817073e-09
48.55,-116.75,0,0,6.42680978775024,0.045339822769165,-4.24909501361981e-07
48.45,-116.75,0.0122,0,5.8352575302124,0.169720575213432,-4.42713826487307e-07
48.35,-116.75,0.2261,0,5.60445117950439,0.0390141047537327,-3.80482276796101e-07
48.25,-116.75,0.0545,0,5.43420505523682,-0.0144090531393886,-3.38588051818078e-07
47.55,-116.75,0.1209,0,3.83436799049377,0.0247857663780451,-2.11758447221655e-07
47.45,-116.75,0.0221,0,3.69863939285278,-0.0032960909884423,-2.30862553962652e-07
40.65,-116.75,0.0605,0,5.25952625274658,-0.0152621027082205,-4.0432513515043e-07
40.55,-116.75,0,0,4.79533386230469,0.11528567969799,-3.61610830168502e-07
40.45,-116.75,0.0061,0,4.79383611679077,0.022274199873209,-2.47344388526471e-07
40.35,-116.75,0.0232,0,4.7295937538147,-0.145552888512611,-6.57564314110459e-09
48.45,-116.65,0,0,6.26485347747803,0.00425574881955981,-3.71434367707479e-07
48.35,-116.65,1.0906,0,6.01834964752197,-0.0559482350945473,-4.63988214960409e-07
48.25,-116.65,0.1838,0,5.76069498062134,-0.00954190734773874,-4.07118363909831e-07
47.55,-116.65,0,0,4.22995185852051,-0.0011712193954736,-2.79995418850376e-07
47.45,-116.65,0,0,4.02224397659302,0.0587460920214653,-3.01984385941978e-07
40.75,-116.65,0.0086,0,5.25952625274658,-0.0152621027082205,-4.0432513515043e-07
40.65,-116.65,0.0453,0,5.25952625274658,-0.0152621027082205,-4.0432513515043e-07
40.55,-116.65,0.1658,0,5.2987904548645,0.0494023002684116,-3.09426638978039e-07
39.85,-116.65,0,0,6.19475841522217,-0.00567926373332739,3.45545345226128e-07
39.75,-116.65,0,0,7.15621137619019,-0.0862724930047989,2.09286682206766e-07
39.65,-116.65,0,0,7.81046342849731,-0.092124417424202,1.69122955639978e-07
48.45,-116.55,0.0172,0,6.71697998046875,-0.112047739326954,-3.44998454693268e-07
48.35,-116.55,0.8178,0,6.01834964752197,-0.0559482350945473,-4.63988214960409e-07
48.25,-116.55,0.0791,0,5.76069498062134,-0.00954190734773874,-4.07118363909831e-07
47.55,-116.55,0,0,4.22995185852051,-0.0011712193954736,-2.79995418850376e-07
47.45,-116.55,0,0,4.02224397659302,0.0587460920214653,-3.01984385941978e-07
41.15,-116.55,0.0185,0,5.17927742004395,0.0046825110912323,-3.32421279836126e-07
41.05,-116.55,0.347,0,5.3745698928833,0.0165750291198492,-3.89627416552685e-07
40.95,-116.55,0.0519,0,5.54535436630249,-0.0225691869854927,-3.94224059618864e-07
39.85,-116.55,0,0,6.59857654571533,0.0552611835300922,3.24675113461126e-07
39.75,-116.55,0,0,7.39063358306885,0.0713670775294304,1.88916018828422e-07
39.65,-116.55,0,0,7.81046342849731,-0.092124417424202,1.69122955639978e-07
39.55,-116.55,0,0,8.10620880126953,-0.0554941222071648,9.6590781595296e-08
48.45,-116.45,0.1425,0,6.71697998046875,-0.112047739326954,-3.44998454693268e-07
48.35,-116.45,1.0062,0,6.43614721298218,-0.0329769961535931,-4.48149336307324e-07
48.25,-116.45,0.0106,0,6.12553071975708,-0.0177561845630407,-5.27641475400742e-07
48.15,-116.45,0,0,5.88928031921387,0.0836976543068886,-4.85716611819953e-07
47.55,-116.45,0,0,4.60286664962769,-0.0135640781372786,-3.5857314628629e-07
41.25,-116.45,0.0097,0,5.43060350418091,0.0427644774317741,-2.47688063836904e-07
41.15,-116.45,0.051,0,5.43060350418091,0.0427644774317741,-2.47688063836904e-07
41.05,-116.45,0.0323,0,5.64801216125488,0.0904068797826767,-2.41063162320643e-07
40.95,-116.45,0.001,0,5.87205839157104,0.0305537804961205,-1.93608414633673e-07
40.25,-116.45,0,0,5.45189237594604,0.0752013698220253,4.57420640032069e-07
40.05,-116.45,0,0.359999984502792,6.25791883468628,-0.0201314277946949,4.71579539862432e-07
39.95,-116.45,0,0,6.59857654571533,0.0552611835300922,3.24675113461126e-07
39.85,-116.45,0,0,7.53536701202393,0.0271985065191984,2.10277676160331e-07
39.75,-116.45,0,0,7.39063358306885,0.0713670775294304,1.88916018828422e-07
39.65,-116.45,0,0,7.84331464767456,-0.023621816188097,1.33362078713617e-07
39.55,-116.45,0,0,8.06689262390137,-0.0847047716379166,1.28649247699286e-07
39.45,-116.45,0,0,8.1552095413208,-0.217506438493729,1.46197720596319e-07
48.45,-116.35,0.4574,0,7.14139604568481,0.186567232012749,-4.46812805421359e-07
48.35,-116.35,1.186,0,6.88127899169922,0.254003673791885,-4.42648399712198e-07
48.25,-116.35,0,0,6.54905462265015,0.200285539031029,-6.22091079094389e-07
42.15,-116.35,0.3036,0,3.2766535282135,0.00476696342229843,5.14232638693102e-08
41.25,-116.35,0,0,5.40480470657349,0.0319467261433601,5.75705705330165e-08
41.15,-116.35,0,0,5.64166831970215,0.0313296765089035,9.08429242940656e-08
41.05,-116.35,0,0,5.80687618255615,0.0560391955077648,5.78379086846326e-08
40.25,-116.35,0.1694,0.359999984502792,5.91376066207886,-0.0737238228321075,4.62108971532871e-07
40.15,-116.35,0.0089,0,5.67024993896484,-0.0338678508996964,4.49347567155201e-07
40.05,-116.35,0,0.359999984502792,6.25791883468628,-0.0201314277946949,4.71579539862432e-07
39.95,-116.35,0,0,6.97238492965698,0.0221517775207758,2.75599347787647e-07
39.85,-116.35,0,0,7.53536701202393,0.0271985065191984,2.10277676160331e-07
39.75,-116.35,0,0,7.53536701202393,0.0271985065191984,2.10277676160331e-07
39.55,-116.35,0,0,8.02395629882812,0.0324422679841518,1.6986882656056e-07
48.45,-116.25,0.8262,0,7.14139604568481,0.186567232012749,-4.46812805421359e-07
48.25,-116.25,0,0,6.54905462265015,0.200285539031029,-6.22091079094389e-07
42.25,-116.25,0.0233,0,2.72701168060303,0.00500031653791666,2.40114871985497e-07
42.15,-116.25,0.0314,0,2.40773391723633,0.00789060816168785,1.79262471533548e-07
41.25,-116.25,0,0,5.40480470657349,0.0319467261433601,5.75705705330165e-08
41.15,-116.25,0,0,5.64166831970215,0.0313296765089035,9.08429242940656e-08
41.05,-116.25,0,0,5.80687618255615,0.0560391955077648,5.78379086846326e-08
40.55,-116.25,0,0,5.96817970275879,0.0790393427014351,2.00165587216361e-07
40.45,-116.25,0,0.359999984502792,5.86837482452393,0.0754899829626083,4.5612122789862e-07
40.35,-116.25,0.0117,0.359999984502792,5.86837482452393,0.0754899829626083,4.5612122789862e-07
40.25,-116.25,0.0117,0.359999984502792,5.91376066207886,-0.0737238228321075,4.62108971532871e-07
40.15,-116.25,0,0,6.2056097984314,0.00156113598495722,4.45761742184914e-07
39.75,-116.25,0,0,7.87999773025513,-0.0145721435546875,1.54960972054141e-07
39.65,-116.25,0,0,7.85994386672974,0.0516528710722923,1.35728242867117e-07
39.55,-116.25,0,0,8.02395629882812,0.0324422679841518,1.6986882656056e-07
48.55,-116.15,0.0544,0,7.60138130187988,0.0274325869977474,-5.32874992131838e-07
43.15,-116.15,0.0086,0,0.0723870098590851,0.000702553195878863,2.7528386681297e-07
41.25,-116.15,0,0,5.08087301254272,0.00404611369594932,3.77771044668407e-07
41.15,-116.15,0.3051,0,5.2960090637207,-0.00916211307048798,2.99921822488614e-07
41.05,-116.15,0.2296,0,5.46734857559204,0.0172045975923538,3.31429077959911e-07
